District,Block,Cluster,Name of the school,Grama Panchayat,Addition,Subtraction,Multiplication,Division
Ballari,Siruguppa,Sirigeri,GHPS   SIRIGERI,Sirigeri,1,1,1,1
Ballari,Siruguppa,Sirigeri,GHPS   SIRIGERI,Sirigeri,1,1,1,1
Ballari,Siruguppa,Sirigeri,GHPS   SIRIGERI,Sirigeri,1,1,0,1
Ballari,Siruguppa,Sirigeri,GHPS   SIRIGERI,Sirigeri,1,0,0,0
Ballari,Siruguppa,Sirigeri,GHPS   SIRIGERI,Sirigeri,1,0,0,0
Ballari,Siruguppa,Sirigeri,GHPS   SIRIGERI,Sirigeri,1,0,0,0
Ballari,Siruguppa,Sirigeri,GHPS   SIRIGERI,Sirigeri,1,0,0,0
Ballari,Siruguppa,Sirigeri,GHPS   SIRIGERI,Sirigeri,0,0,0,0
Ballari,Siruguppa,Sirigeri,GHPS   SIRIGERI,Sirigeri,0,0,0,0
Ballari,Siruguppa,Sirigeri,GHPS   SIRIGERI,Sirigeri,0,0,0,0
Ballari,Siruguppa,Sirigeri,GHPS   SIRIGERI,Sirigeri,1,0,0,0
Ballari,Siruguppa,Sirigeri,GHPS   SIRIGERI,Sirigeri,1,1,0,0
Ballari,Siruguppa,Sirigeri,GHPS   SIRIGERI,Sirigeri,1,0,0,0
Ballari,Siruguppa,Sirigeri,GHPS   SIRIGERI,Sirigeri,1,1,0,0
Ballari,Siruguppa,Sirigeri,GHPS   SIRIGERI,Sirigeri,1,1,0,0
Ballari,Siruguppa,Sirigeri,GHPS   SIRIGERI,Sirigeri,1,1,1,1
Ballari,Siruguppa,Sirigeri,GHPS   SIRIGERI,Sirigeri,1,1,0,0
Ballari,Siruguppa,Sirigeri,GHPS   SIRIGERI,Sirigeri,1,1,1,1
Ballari,Siruguppa,Sirigeri,GHPS   SIRIGERI,Sirigeri,1,0,0,0
Ballari,Siruguppa,Sirigeri,GHPS   SIRIGERI,Sirigeri,1,0,0,0
Ballari,Siruguppa,Sirigeri,GHPS   SIRIGERI,Sirigeri,1,1,0,1
Ballari,Siruguppa,Sirigeri,GHPS   SIRIGERI,Sirigeri,1,1,0,0
Ballari,Siruguppa,Sirigeri,GMHPS  SIRIGERI,Sirigeri,1,0,0,0
Ballari,Siruguppa,Sirigeri,GMHPS  SIRIGERI,Sirigeri,1,0,0,0
Ballari,Siruguppa,Sirigeri,GMHPS  SIRIGERI,Sirigeri,1,0,0,0
Ballari,Siruguppa,Sirigeri,GMHPS  SIRIGERI,Sirigeri,1,0,0,0
Ballari,Siruguppa,Sirigeri,GMHPS  SIRIGERI,Sirigeri,1,0,0,0
Ballari,Siruguppa,Sirigeri,GMHPS  SIRIGERI,Sirigeri,1,1,0,0
Ballari,Siruguppa,Sirigeri,GMHPS  SIRIGERI,Sirigeri,1,1,0,0
Ballari,Siruguppa,Sirigeri,GMHPS  SIRIGERI,Sirigeri,1,1,1,0
Ballari,Siruguppa,Sirigeri,GMHPS  SIRIGERI,Sirigeri,1,1,1,0
Ballari,Siruguppa,Sirigeri,GMHPS  SIRIGERI,Sirigeri,1,1,0,0
Ballari,Siruguppa,Sirigeri,GMHPS  SIRIGERI,Sirigeri,1,0,0,0
Ballari,Siruguppa,Sirigeri,GMHPS  SIRIGERI,Sirigeri,1,0,0,1
Ballari,Siruguppa,Sirigeri,GMHPS  SIRIGERI,Sirigeri,1,1,1,0
Ballari,Siruguppa,Sirigeri,GMHPS  SIRIGERI,Sirigeri,1,0,0,0
Ballari,Siruguppa,Sirigeri,GMHPS  SIRIGERI,Sirigeri,1,1,0,0
Ballari,Siruguppa,Sirigeri,GMHPS  SIRIGERI,Sirigeri,1,1,1,1
Ballari,Siruguppa,Sirigeri,GMHPS  SIRIGERI,Sirigeri,1,1,1,1
Ballari,Siruguppa,Sirigeri,GHPS    SIRIGERI,Sirigeri,1,1,0,1
Ballari,Siruguppa,Sirigeri,GHPS    SIRIGERI,Sirigeri,1,1,0,1
Ballari,Siruguppa,Sirigeri,GHPS    SIRIGERI,Sirigeri,1,1,0,1
Ballari,Siruguppa,Sirigeri,GHPS    SIRIGERI,Sirigeri,1,1,0,1
Ballari,Siruguppa,Sirigeri,GHPS    SIRIGERI,Sirigeri,1,1,1,1
Ballari,Siruguppa,Sirigeri,GHPS    SIRIGERI,Sirigeri,1,1,0,1
Ballari,Siruguppa,Sirigeri,GHPS    SIRIGERI,Sirigeri,1,1,1,0
Ballari,Siruguppa,Sirigeri,GHPS    SIRIGERI,Sirigeri,1,1,0,1
Ballari,Siruguppa,Sirigeri,GHPS    SIRIGERI,Sirigeri,0,0,0,0
Ballari,Siruguppa,Sirigeri,GHPS    SIRIGERI,Sirigeri,1,1,1,1
Ballari,Siruguppa,Sirigeri,GHPS    SIRIGERI,Sirigeri,1,1,1,0
Ballari,Siruguppa,Sirigeri,GHPS    SIRIGERI,Sirigeri,1,1,0,0
Ballari,Siruguppa,Sirigeri,GHPS    SIRIGERI,Sirigeri,1,1,0,0
Ballari,Siruguppa,Sirigeri,GHPS    SIRIGERI,Sirigeri,1,0,0,1
Ballari,Siruguppa,Sirigeri,GHPS    SIRIGERI,Sirigeri,1,1,0,0
Ballari,Siruguppa,Sirigeri,GHPS    SIRIGERI,Sirigeri,1,1,0,0
Ballari,Siruguppa,Sirigeri,GHPS    SIRIGERI,Sirigeri,1,1,0,0
Ballari,Siruguppa,Sirigeri,GHPS    SIRIGERI,Sirigeri,1,1,0,0
Ballari,Siruguppa,Sirigeri,GHPS    SIRIGERI,Sirigeri,1,1,0,0
Ballari,Siruguppa,Sirigeri,GHPS    SIRIGERI,Sirigeri,1,1,0,0
Ballari,Siruguppa,Sirigeri,GHPS    SIRIGERI,Sirigeri,0,0,0,0
Ballari,Siruguppa,Sirigeri,GHPS    SIRIGERI,Sirigeri,1,0,0,1
Ballari,Siruguppa,Sirigeri,GHPS    SIRIGERI,Sirigeri,0,0,0,1
Ballari,Siruguppa,Sirigeri,GHPS    SIRIGERI,Sirigeri,0,0,0,0
Ballari,Siruguppa,Sirigeri,GHPS    SIRIGERI,Sirigeri,0,0,0,0
Chamarajanagara,Yelandur,Maddur,GHPS MADDUR,Maddur,1,1,1,1
Chamarajanagara,Yelandur,Maddur,GHPS MADDUR,Maddur,1,0,1,1
Chamarajanagara,Yelandur,Maddur,GHPS MADDUR,Maddur,0,0,1,0
Chamarajanagara,Yelandur,Maddur,GHPS MADDUR,Maddur,0,1,0,1
Chamarajanagara,Yelandur,Maddur,GHPS MADDUR,Maddur,1,1,0,1
Chamarajanagara,Yelandur,Maddur,GHPS MADDUR,Maddur,1,1,0,0
Chamarajanagara,Yelandur,Maddur,GHPS MADDUR,Maddur,1,0,0,0
Chamarajanagara,Yelandur,Maddur,GHPS MADDUR,Maddur,0,0,0,0
Chamarajanagara,Yelandur,Maddur,GHPS MADDUR,Maddur,1,1,0,0
Chamarajanagara,Yelandur,Maddur,GHPS MADDUR,Maddur,1,1,0,0
Chamarajanagara,Yelandur,Maddur,GHPS MADDUR,Maddur,0,0,1,0
Chamarajanagara,Yelandur,Maddur,GHPS MADDUR,Maddur,1,0,0,0
Chamarajanagara,Yelandur,Maddur,GHPS MADDUR,Maddur,0,1,0,0
Chamarajanagara,Yelandur,Maddur,GHPS MADDUR,Maddur,1,0,0,0
Chamarajanagara,Yelandur,Maddur,GHPS MADDUR,Maddur,0,0,0,0
Chamarajanagara,Yelandur,Maddur,GHPS MADDUR,Maddur,0,0,0,1
Chamarajanagara,Yelandur,Maddur,GHPS MADDUR,Maddur,1,0,0,0
Chamarajanagara,Yelandur,Maddur,GHPS MADDUR,Maddur,1,0,0,0
Chamarajanagara,Yelandur,Maddur,GHPS MADDUR,Maddur,0,0,0,0
Chamarajanagara,Yelandur,Maddur,GHPS MADDUR,Maddur,0,0,0,0
Chamarajanagara,Yelandur,Maddur,GHPS MADDUR,Maddur,1,0,0,0
Chamarajanagara,Yelandur,Maddur,GHPS MADDUR,Maddur,1,0,0,1
Chamarajanagara,Yelandur,Maddur,GHPS MADDUR,Maddur,0,0,0,0
Chamarajanagara,Yelandur,Maddur,GHPS MADDUR,Maddur,1,0,0,1
Chamarajanagara,Yelandur,Maddur,GHPS MADDUR,Maddur,1,1,0,1
Chamarajanagara,Yelandur,Maddur,GHPS MADDUR,Maddur,1,1,0,1
Chamarajanagara,Yelandur,Maddur,GHPS MADDUR,Maddur,1,0,1,1
Chamarajanagara,Yelandur,Maddur,GHPS MADDUR,Maddur,1,1,0,0
Chamarajanagara,Yelandur,Maddur,GHPS MADDUR,Maddur,1,0,0,1
Chamarajanagara,Yelandur,Maddur,GHPS MADDUR,Maddur,1,0,0,1
Chamarajanagara,Yelandur,Maddur,GHPS MADDUR,Maddur,1,1,0,0
Chamarajanagara,Yelandur,Maddur,GHPS MADDUR,Maddur,1,1,0,1
Chamarajanagara,Yelandur,Maddur,GHPS MADDUR,Maddur,1,0,0,0
Chamarajanagara,Yelandur,Maddur,GHPS MADDUR,Maddur,1,1,0,0
Chamarajanagara,Yelandur,Maddur,GHPS MADDUR,Maddur,1,0,0,0
Chamarajanagara,Yelandur,Maddur,GHPS BOODI THITTU -1,Maddur,1,0,0,0
Chamarajanagara,Yelandur,Maddur,GHPS BOODI THITTU -1,Maddur,1,1,0,0
Chamarajanagara,Yelandur,Maddur,GHPS BOODI THITTU -1,Maddur,1,0,0,1
Chamarajanagara,Yelandur,Maddur,GHPS BOODI THITTU -1,Maddur,1,1,1,1
Chamarajanagara,Yelandur,Maddur,GHPS MALLIGAHALLI,Maddur,1,1,0,1
Chamarajanagara,Yelandur,Maddur,GHPS MALLIGAHALLI,Maddur,0,1,0,0
Chamarajanagara,Yelandur,Maddur,GHPS MALLIGAHALLI,Maddur,1,0,0,1
Chamarajanagara,Yelandur,Maddur,GHPS MALLIGAHALLI,Maddur,1,0,0,0
Chamarajanagara,Yelandur,Maddur,GHPS MALLIGAHALLI,Maddur,1,1,0,0
Chamarajanagara,Yelandur,Maddur,GHPS MALLIGAHALLI,Maddur,0,0,0,0
Chamarajanagara,Yelandur,Maddur,GHPS MALLIGAHALLI,Maddur,1,0,0,0
Chamarajanagara,Yelandur,Maddur,GHPS MALLIGAHALLI,Maddur,1,1,0,0
Chamarajanagara,Yelandur,Maddur,GHPS MALLIGAHALLI,Maddur,1,1,0,0
Chamarajanagara,Yelandur,Maddur,GHPS MALLIGAHALLI,Maddur,0,1,0,0
Chamarajanagara,Yelandur,Maddur,GHPS MALLIGAHALLI,Maddur,1,1,0,0
Chamarajanagara,Yelandur,Maddur,GHPS MALLIGAHALLI,Maddur,1,0,1,0
Chamarajanagara,Yelandur,Maddur,GHPS MALLIGAHALLI,Maddur,1,1,0,1
Chamarajanagara,Yelandur,Maddur,GHPS MALLIGAHALLI,Maddur,1,0,0,1
Chamarajanagara,Yelandur,Maddur,GHPS MALLIGAHALLI,Maddur,0,1,0,0
Chamarajanagara,Yelandur,Maddur,GHPS MALLIGAHALLI,Maddur,1,1,0,1
